Soil_Type,Soil_Moisture_%,Shear_Strength_kPa,Bearing_Capacity_kPa,Excavation_Depth_m,Retaining_Wall_Type,Support_System,Deformation_mm,Rainfall_mm_day,Temperature_C,Groundwater_Level_m,Seismic_Activity,Ground_Settlement_mm,Wall_Displacement_mm,Pore_Water_Pressure_kPa,Strain_Gauge,Risk_Level
Clay,28.56829435,243.9029627,325.1271231,22.82208399,Diaphragm Wall,Bracing,2.988113709,72.72228984,14.99655031,1.671343149,0,60.87583251,35.08655204,438.7400402,51.57361884,2
Rock,21.24116622,291.1191635,578.7905075,12.21560344,Secant Pile,Bracing,44.42996402,43.36285519,1.510826884,4.071737386,1,41.17820275,37.81658932,318.3039859,37.69932354,2
Clay,20.19341987,100.9416148,299.5176588,15.92026599,Sheet Pile,Anchors,16.45368897,133.9222513,-9.795418655,2.322733648,0,47.3808435,38.99811012,308.4951908,92.18454995,1
Rock,17.81721278,180.8324078,519.9008033,28.07920785,Diaphragm Wall,Bracing,15.72938167,194.1336056,3.282842477,5.348009769,0,41.45208294,23.89386528,415.9041227,3.625231751,2
Rock,10.76674529,121.7844895,194.2703029,11.96323063,Secant Pile,Bracing,25.60442883,35.14304917,18.03477444,1.988285303,0,84.21660301,21.49413791,403.8392987,85.61302204,2
Rock,9.4132008,248.2136048,436.230249,15.56409722,Diaphragm Wall,Anchors,47.03450939,119.423324,10.89779737,5.084059766,1,23.00004525,0.551404213,450.547463,23.08177852,2
Clay,10.51215523,194.3983415,588.5034772,3.369425199,Diaphragm Wall,Bracing,2.389068234,84.83701115,14.66668754,1.573785149,0,0.572093154,46.32785576,298.7363514,84.87363278,2
Silt,9.660956554,208.6456044,150.9465504,5.20316544,Diaphragm Wall,Bracing,17.61154875,89.33774435,43.93565208,6.709747095,0,65.13198972,30.16539392,485.4411917,13.91966134,1
Rock,24.48961184,249.4785399,104.1599711,9.981972961,Secant Pile,Anchors,42.82859943,50.82945603,9.264980387,7.539376844,0,20.24621836,10.15769686,498.2660739,58.02189637,0
Sand,13.75313148,148.9926182,316.7913963,3.752010502,Diaphragm Wall,Bracing,19.80272387,165.0269751,14.87006166,1.103942342,0,89.01151363,45.98017097,102.4450745,88.8107919,2
Clay,6.446066914,278.7725171,146.3127415,20.0471338,Secant Pile,Bracing,9.95784488,97.05112083,-2.656644676,4.67802412,1,85.90463297,45.74659509,432.2946918,47.35396469,2
Rock,29.22756575,183.2572168,474.1921748,14.51275563,Sheet Pile,Bracing,21.23970907,108.6811704,-7.362324716,0.708717007,1,7.672737193,49.45920822,274.920016,74.65666738,2
Rock,27.09464712,89.48870571,557.2743319,17.79992047,Secant Pile,Bracing,19.27762507,60.95218256,32.6475233,5.981824455,0,10.63884054,43.70282816,224.4048522,80.46716179,2
Sand,28.19380708,223.9747795,317.0104864,7.715474019,Sheet Pile,Anchors,45.77081007,36.36169313,21.38757463,2.644042979,0,49.51715922,49.88921939,325.8825394,73.64942087,2
Silt,29.87269557,248.3153376,229.3558211,10.99016479,Secant Pile,Bracing,38.09671879,17.18207764,31.83876433,5.276244568,1,60.92226628,12.23430941,75.18450077,92.53297369,2
Silt,9.34738123,129.1904193,317.2016595,20.92326082,Diaphragm Wall,Anchors,25.25577779,142.8238282,-1.757546061,5.174610094,1,27.49083375,42.11247926,277.9075034,44.68342305,2
Silt,14.90605047,264.2948142,461.7239089,29.06317354,Secant Pile,Bracing,49.41852834,39.24685634,21.45058242,9.243543462,1,71.67977167,41.15141544,441.9007565,17.31254392,2
Rock,23.95596189,276.5358137,104.5270808,4.361252887,Diaphragm Wall,Bracing,23.26387656,138.0150708,3.950336089,5.490832226,0,59.49160209,11.54701796,146.0576823,4.78110637,1
Rock,22.40051545,119.2261218,394.7269947,27.04037666,Sheet Pile,Anchors,2.911891541,78.07528921,2.54339993,5.829984797,1,32.48241097,4.92187745,241.8754526,24.64598696,2
Rock,8.847397658,295.8803682,406.6458424,18.57579244,Secant Pile,Bracing,13.11371609,83.1549602,-9.366069227,4.016531258,0,2.537148804,48.97102568,472.7663995,14.31975039,2
Clay,25.39582812,85.17788201,418.8441234,18.2258283,Diaphragm Wall,Bracing,21.80352401,93.83549922,-2.831260204,9.490796032,1,75.01502813,14.80122758,242.853727,55.79487414,2
Sand,10.6110143,100.5039171,221.01104,16.50752045,Sheet Pile,Bracing,7.845131207,73.54170163,7.009746132,7.771859094,1,21.47536658,43.54458952,211.2654345,18.49453372,2
Rock,10.59544037,96.05620981,457.0263617,4.873640319,Sheet Pile,Bracing,47.37825632,20.12399544,-3.571668167,2.854052903,0,83.44737435,0.206357734,248.2414917,3.893370729,2
Sand,18.42436057,273.4974275,145.6957432,5.426674997,Secant Pile,Anchors,38.34244489,61.926362,44.22221422,8.442095858,1,42.02902601,1.051240361,283.7537449,3.598982887,2
Sand,19.82349837,213.5731381,199.6351682,19.22462415,Sheet Pile,Anchors,13.41436002,132.7468721,6.974795669,4.323963602,0,57.70774426,23.29356543,334.3961049,83.15694984,1
Silt,19.5021552,88.02607081,538.7350233,12.20588143,Diaphragm Wall,Bracing,29.54022668,133.1568803,-2.832182931,8.286671435,1,87.29487304,11.9357342,410.3117604,59.14499314,2
Clay,7.287170935,160.0808546,469.3615754,27.7662378,Sheet Pile,Bracing,36.07245786,57.24486145,0.949527206,8.228880683,0,86.36230009,34.49206417,253.4459926,35.80853019,2
Rock,26.93652157,203.8245063,106.872777,13.97794451,Sheet Pile,Bracing,47.06394645,92.02052531,22.32367756,1.888701868,1,37.15195752,28.27821628,417.8664208,89.42280427,2
Silt,11.64000106,70.86602125,224.1881302,6.868599385,Diaphragm Wall,Bracing,44.08176746,38.6894456,-6.477606187,7.011411314,1,20.88888927,3.874289873,290.1742976,7.019661141,2
Silt,8.237873032,270.6040921,207.2032415,22.2974085,Sheet Pile,Bracing,25.75961131,42.07441631,37.43387716,2.906429693,0,77.51460777,8.131414816,202.3162297,98.03220727,2
Rock,27.218702,250.9008839,235.403164,10.92054238,Sheet Pile,Bracing,38.73263099,4.609417681,42.88248236,2.9749267,0,43.30802036,19.4024635,346.0778727,61.62917903,1
Sand,28.89128746,176.3016934,223.7798851,17.1876983,Sheet Pile,Anchors,28.10723769,179.34931,3.571108137,2.963480769,0,19.20419936,9.280203198,372.9750146,18.3464254,1
Silt,26.55319043,291.7816538,131.2631479,21.84148521,Sheet Pile,Anchors,27.6351945,42.14133301,14.75523977,7.255682476,0,90.44253423,39.61111736,301.122039,67.9069099,2
Sand,25.23790187,154.4402448,329.4702583,27.307131,Diaphragm Wall,Anchors,5.737097917,45.50677539,-8.782605193,2.298260418,1,19.81041942,20.80351178,75.47673791,76.33812598,2
Clay,21.38104952,296.0275798,466.3667374,24.38916226,Sheet Pile,Bracing,6.306882901,55.92028653,25.23906236,0.009058352,1,2.580716819,4.671593342,126.4472938,42.93427834,2
Sand,18.77143427,216.9799997,403.3658624,21.26174883,Diaphragm Wall,Bracing,26.47668075,25.48161434,12.76593319,7.152368535,1,2.027997377,24.21714511,178.3839744,86.16326062,2
Clay,7.174668998,208.6678183,436.4358343,21.35009592,Sheet Pile,Bracing,13.44307725,127.8525766,4.853215636,1.711847438,1,62.23153565,4.541909053,177.1815227,15.07324073,2
Sand,15.21133033,91.48872382,140.5745893,28.53996539,Sheet Pile,Anchors,1.051845123,15.02859064,1.376041084,1.044823953,1,66.16750607,6.446865271,353.0393601,27.88375836,2
Silt,14.31721293,270.4819396,575.7453551,10.98725063,Sheet Pile,Bracing,36.1419602,26.84048527,25.97126927,2.375161206,1,31.10417051,11.9804916,58.25689775,9.349236158,2
Silt,11.49384459,156.872422,519.2459169,3.030026543,Sheet Pile,Bracing,1.624329835,128.9513453,12.89193671,3.799005223,0,32.00109892,42.97638526,390.0567997,21.08778406,2
Clay,23.08550284,90.55835145,502.5451592,10.3427731,Diaphragm Wall,Bracing,29.76384206,67.9321241,-0.118739103,4.759063275,1,33.94939151,46.23062662,169.4041137,23.87288119,2
Rock,17.39689338,53.15187999,511.4919025,8.88306725,Diaphragm Wall,Bracing,26.95968971,141.5895653,27.90099948,0.445700407,1,68.01585468,41.31288647,189.5098308,91.76331909,2
Clay,7.026155398,189.9389209,566.3552541,20.8695338,Diaphragm Wall,Bracing,48.44073453,111.4849489,21.07897557,9.705733326,0,5.813379103,16.70386087,287.5594226,7.810968875,2
Clay,10.50458005,181.8499055,372.1269831,20.11021319,Secant Pile,Bracing,24.21065697,51.20423461,37.22696302,7.160630534,1,92.91163527,13.62232206,147.1665204,42.74151202,2
Sand,22.08146909,229.8384056,200.1410089,19.02345733,Sheet Pile,Bracing,3.180071819,130.1655901,-3.538825562,3.231940653,1,22.25210442,27.45778454,448.0120911,53.23986872,2
Sand,6.903271487,272.5645133,408.3918039,3.438572967,Sheet Pile,Bracing,27.58439839,23.25473606,33.21166311,3.186972573,1,99.96732052,36.09265803,88.4159507,89.86930538,2
Clay,26.28017285,69.85164616,471.4407468,22.67700747,Diaphragm Wall,Bracing,42.05480853,107.2820766,27.04342327,4.485425494,0,17.15226938,49.66863941,249.972063,99.76962187,2
Silt,17.37866318,232.8741226,468.9586967,11.73532114,Secant Pile,Bracing,49.84246421,87.42962101,-3.674398474,6.262448228,0,77.15464573,6.578535594,432.2400213,75.33881149,1
Sand,17.01466443,96.85298602,360.7245121,20.9565117,Sheet Pile,Anchors,21.51715868,53.57471656,28.21514014,1.463730666,1,22.34125449,2.464599951,327.1297525,97.07909906,2
Rock,19.81019462,264.5442633,134.2293597,18.02761757,Diaphragm Wall,Bracing,16.01493712,120.8009995,14.28510089,1.889298138,0,8.084680164,34.71779445,181.5482821,78.71011325,1
Sand,25.61702415,254.7658785,285.5564692,12.25373499,Sheet Pile,Bracing,45.33266485,174.2667185,41.97416321,8.594345828,1,87.49333244,41.61128918,239.3420935,96.3202641,2
Sand,13.6952302,185.1984387,560.3833042,6.633559212,Sheet Pile,Bracing,9.562106454,199.78094,-2.211375716,2.562549239,1,85.87512592,42.31743899,368.0124712,70.72707259,2
Rock,21.95040381,227.5606997,392.2244549,5.549310237,Diaphragm Wall,Anchors,30.77144575,121.5525537,25.35583649,3.80194998,1,40.35703924,33.92317745,487.9673345,7.976342545,2
Clay,19.1432991,128.5875283,369.1659716,25.45099499,Diaphragm Wall,Anchors,20.28572121,80.94117487,11.0089025,8.71271851,0,70.23961425,47.70079021,451.9124233,40.1920187,2
Rock,11.67570675,167.7919747,234.4267572,27.79673364,Sheet Pile,Anchors,2.054118248,45.04142004,42.62480688,6.631478294,1,55.70659327,25.55023818,204.0947638,64.65972838,2
Clay,26.96574966,255.4092244,284.22446,20.54427726,Sheet Pile,Bracing,17.36442372,51.41921788,8.148619241,3.417118793,1,85.29561137,45.69073992,499.1890457,35.07185095,2
Clay,24.93565054,164.8162993,547.6730446,5.792721101,Diaphragm Wall,Anchors,13.26142613,95.89099563,42.92022502,6.836995457,1,31.50559693,48.39060685,51.57709859,27.33839181,2
Clay,21.46129587,139.4495663,433.2315238,13.85473486,Sheet Pile,Bracing,34.3045577,73.45554026,39.58172181,0.196832154,1,52.36724,42.35787285,62.43339011,57.73992671,2
Rock,26.26454323,173.5531118,493.6935134,22.6813584,Sheet Pile,Bracing,47.43952488,182.7629045,4.871077942,7.3564266,1,48.53723712,15.48792816,420.7282318,93.35018767,2
Clay,26.68235502,257.0623131,327.1727115,24.05516387,Diaphragm Wall,Anchors,13.40235937,73.65909353,34.19479773,4.870160405,0,35.39058263,9.810782559,139.7582091,3.498187352,2
Silt,22.70907442,133.8020118,415.1236097,6.191902802,Sheet Pile,Anchors,40.57329696,74.68891823,44.7582311,8.131821473,1,89.14550646,27.40600325,77.34617078,76.92312035,2
Rock,25.92533321,93.44039828,224.1918044,3.000829409,Sheet Pile,Anchors,2.767990847,76.70690249,3.896465119,9.54637652,0,16.58779247,22.65073752,156.716633,72.2727278,1
Silt,22.43678654,228.0035051,452.7304151,22.22770024,Secant Pile,Bracing,26.9060505,167.3240421,14.02274431,9.257885495,1,14.95086395,43.88791711,241.7450693,96.39534254,2
Clay,22.00351929,256.4945532,313.8006669,12.62809675,Diaphragm Wall,Bracing,3.527503185,130.1576642,18.60994051,9.092650435,0,57.69095353,5.001583553,378.7548217,93.07112223,1
Sand,20.46528446,75.15936963,321.2727574,9.870995954,Secant Pile,Anchors,46.70164956,122.8337701,6.221212469,5.121699559,1,65.749423,12.88700307,330.9509869,76.2232562,2
Clay,23.81791599,109.9685282,424.6611623,3.348231684,Secant Pile,Anchors,38.31756403,66.82860448,-9.160433819,3.601421141,1,19.46192543,37.58994723,156.9295479,52.04087647,2
Silt,8.965127632,85.49299744,568.1403107,17.58808398,Secant Pile,Anchors,32.89749556,163.5808354,2.107108431,4.650353247,0,39.07174423,4.749332249,276.4717016,20.42675532,1
Silt,27.02176898,136.9853529,132.0031733,25.98106986,Sheet Pile,Bracing,41.19481908,7.672772271,5.506528639,6.898960033,0,94.6563843,16.0382207,466.7963474,54.52357183,2
Rock,26.79608819,162.5877447,512.3716187,28.85605445,Sheet Pile,Bracing,32.37598978,174.1594345,14.39798357,8.839977769,1,24.66174227,19.3577697,416.7534996,76.53519939,2
Sand,5.731182076,237.2065842,246.1915552,18.27511367,Secant Pile,Bracing,48.44721986,102.54998,-0.589363687,2.06986303,0,66.83607021,31.12968983,195.4354032,89.56692126,1
Rock,25.64541876,212.7868962,321.9597273,16.89045585,Secant Pile,Anchors,35.69789739,79.65004697,38.02898962,9.181931585,0,74.01493937,7.906632286,492.0190526,78.97120092,1
Silt,8.221746687,205.2321419,110.9566644,5.296522408,Secant Pile,Bracing,46.23293048,99.43345614,28.7701123,8.15180232,1,44.81286995,43.03022452,368.8791802,19.52669352,2
Clay,13.37797136,138.0937367,250.5230389,17.81956564,Sheet Pile,Bracing,25.8565946,133.4831061,-5.313973734,9.788560152,1,93.75259868,22.37711177,78.10221005,59.96863142,2
Sand,23.58770641,260.3618883,351.3156213,13.25943513,Secant Pile,Anchors,5.853220649,2.553085304,25.75508481,8.802517733,1,73.66567352,45.85108559,65.82232098,33.21734595,2
Clay,9.018997401,167.8217918,128.0880387,19.39265258,Secant Pile,Bracing,26.40888607,174.3103713,25.9511062,2.799373297,1,45.79245799,23.39349568,125.7835771,0.920566739,2
Clay,25.4491756,294.7762345,345.5478647,13.49561139,Diaphragm Wall,Anchors,6.343641403,89.34790506,42.59216455,1.059559113,1,56.93352018,13.75201295,377.5351406,20.02209358,2
Sand,25.80335445,208.5355346,563.5553144,9.488076333,Diaphragm Wall,Anchors,29.62467396,68.59330394,-9.833852075,1.12241072,0,69.26134434,7.091441434,132.6825166,11.32206499,1
Rock,17.68669334,81.56618539,152.6966091,5.564062431,Sheet Pile,Bracing,24.12465303,27.64911313,3.636284739,2.912233186,1,59.21901804,0.187254736,280.1690461,84.27191235,2
Clay,5.159646793,219.0443905,482.220364,11.502798,Diaphragm Wall,Bracing,31.12876989,87.89307487,41.02853137,6.14183724,0,87.86975838,26.60787425,91.96705408,25.85062521,2
Silt,12.17595333,131.2760039,304.8355267,5.609410526,Diaphragm Wall,Bracing,0.502349053,99.26455426,41.26736535,8.043203261,1,35.68886623,5.357834846,464.398771,28.46979689,2
Clay,20.42317296,221.5817992,427.5868573,7.776217672,Diaphragm Wall,Anchors,9.742024583,80.7293389,29.63225307,8.99250307,1,29.98857401,19.58638818,204.7822761,95.99365718,2
Sand,29.52965445,67.41028704,230.118299,29.65807628,Sheet Pile,Anchors,24.5665216,135.7320188,32.11698266,6.237533844,0,21.38388895,29.46358806,458.6594255,37.9086723,2
Sand,20.79533818,93.72035929,179.7461313,14.99079604,Diaphragm Wall,Bracing,47.52517808,84.17930575,-4.968437314,0.056313127,1,3.778296806,13.78429485,475.1940389,0.958564014,2
Sand,11.49508953,263.9343147,180.2313071,17.3605377,Sheet Pile,Anchors,19.18045202,192.2835156,18.26317091,1.863167765,0,4.301396438,8.761214618,52.75789129,28.38461483,1
Rock,20.85014258,106.7948893,135.2459728,26.58770028,Secant Pile,Bracing,21.2186013,119.8555036,2.737064521,0.997262039,0,87.00551931,38.73608113,258.8608342,11.92995806,2
Clay,18.49963449,259.2602813,192.8233525,29.88036031,Diaphragm Wall,Anchors,35.73480445,161.4955871,-0.033007601,3.633244756,0,67.83931464,47.33955861,61.09522507,10.28085617,2
Rock,24.49613488,119.8190221,432.1096925,18.73329013,Sheet Pile,Bracing,30.18963786,21.87118062,34.56668145,5.013509936,1,66.05324154,5.022020893,458.9117448,7.748729014,2
Rock,7.674515971,210.7204775,540.8453059,24.93679317,Diaphragm Wall,Bracing,14.9463075,79.45825859,-2.572902483,0.433971786,1,61.46428189,7.779516219,283.2833951,59.32594702,2
Sand,24.02569756,223.5376434,507.0628428,11.82740766,Secant Pile,Bracing,20.54081978,67.36954029,15.77584003,3.484779758,1,84.92191447,48.00063286,83.72480571,18.93477236,2
Sand,18.53166447,178.1636883,442.5671549,11.25508685,Sheet Pile,Bracing,10.88498994,113.8964776,41.62180318,1.791796746,1,48.02669257,1.889211091,99.62452772,36.1242794,2
Rock,29.0748001,126.3276692,155.2159317,13.87300047,Sheet Pile,Bracing,48.30107296,172.222704,0.220763056,6.470701663,1,87.04108286,48.88161683,222.579061,86.20177161,2
Clay,13.54680415,103.1610941,244.5937231,21.15769609,Sheet Pile,Bracing,6.531719078,15.66764355,43.78963831,4.642723693,1,35.94450262,0.232224154,473.1053868,42.43381398,2
Silt,20.81554733,58.29733864,254.9034377,21.41917561,Secant Pile,Bracing,18.59183923,14.51495961,44.68583922,4.953176469,0,92.67075043,43.68343278,361.8091182,91.56913501,2
Rock,28.30070264,125.9866003,224.9784732,11.51146474,Secant Pile,Bracing,1.291948611,170.0635416,20.55894351,4.27691788,1,69.86569801,15.36625905,440.4284898,49.79380534,2
Clay,7.5627432,213.2906976,357.5028299,6.596667952,Secant Pile,Bracing,11.0889746,42.57001721,-0.64214929,9.560197105,1,25.7177136,46.92944291,214.9054909,39.88366148,2
Sand,28.43071218,284.5762046,367.7769074,20.07469892,Sheet Pile,Bracing,39.02355692,133.7506509,7.385768837,2.147351251,1,56.40849217,15.84726443,69.4461648,75.03889271,2
Sand,22.19714306,267.8011206,278.4429876,6.464798279,Secant Pile,Bracing,10.05876161,108.5756265,13.3471058,5.166642598,1,53.30305615,32.71531608,488.4429367,7.317509877,2
Clay,6.695926478,241.5161941,276.8945794,18.61929772,Diaphragm Wall,Anchors,4.003170126,166.578719,7.01283234,7.360173684,0,13.78988217,4.001628488,57.7278458,8.947838298,1
Silt,12.52408917,247.1118358,514.277799,21.72239746,Secant Pile,Anchors,23.72265899,25.01778197,5.434956893,5.568444131,0,59.12429058,12.11649057,476.4432439,65.19737139,2
Sand,22.70430222,216.2462259,494.6464242,21.9165104,Sheet Pile,Bracing,0.498461737,25.95659314,43.47263401,9.290208857,0,31.47856237,38.68396732,215.9048407,48.69407132,2
Sand,6.683765037,115.0717144,253.8979158,23.34374699,Diaphragm Wall,Anchors,4.238307721,111.3636721,-1.564934492,3.779683556,0,5.234876681,26.43429268,54.54068226,79.04152503,2
Sand,19.5542615,276.7987577,556.8942219,26.56720438,Secant Pile,Anchors,40.38129348,189.2757307,30.33303498,4.636758058,0,94.86561577,46.39845309,360.1207543,91.62708373,2
Clay,13.64707642,217.683078,576.4075085,16.49889278,Diaphragm Wall,Anchors,38.57366724,82.99955167,-9.977434081,0.885223152,1,64.14903691,21.43757042,491.2431368,38.83668777,2
Rock,20.52288794,190.1101577,263.371271,22.71672812,Diaphragm Wall,Anchors,45.75694102,65.38842005,22.79004682,6.089991111,0,87.69189319,43.49061829,484.5315753,59.64100266,2
Sand,6.143550845,77.7473673,277.2124744,19.71766385,Sheet Pile,Bracing,42.7257718,121.3378646,40.37686522,2.882119684,0,67.6056005,22.44777187,122.421655,50.06966278,1
Rock,26.78842015,161.763886,352.8170767,8.039278375,Diaphragm Wall,Anchors,34.15877816,186.0897201,5.836375175,1.603090395,1,35.69836921,48.96241394,131.5615127,98.16106556,2
Silt,29.33722423,165.0895678,570.5604063,3.693620411,Diaphragm Wall,Anchors,2.616642865,167.3855666,0.203928639,5.445312929,1,51.26880723,47.99171907,304.4925116,83.10844074,2
Sand,29.22194638,266.1409024,538.1597166,10.68261741,Sheet Pile,Bracing,39.1424309,199.0967221,25.84238872,5.323102634,0,67.57467603,16.45683528,336.7871719,91.17377083,1
Sand,23.74129579,186.662055,151.2839813,14.96191007,Sheet Pile,Bracing,42.27554054,4.51371664,29.1930774,0.758716412,1,96.02523252,44.29618352,382.7380611,25.43400876,2
Silt,8.252156003,145.1001372,296.3653716,19.6618605,Sheet Pile,Bracing,39.95410729,22.57162894,27.84167854,6.982154535,1,25.36694591,42.38056871,131.4726622,77.25264232,2
Sand,23.9565799,294.2000821,376.6855949,25.94890192,Diaphragm Wall,Bracing,25.42395177,121.8935527,7.562428401,6.237721907,0,87.49770586,10.53401987,481.553189,26.5473225,2
Rock,5.614672911,77.68014833,351.5662363,8.298634351,Diaphragm Wall,Bracing,11.64509193,164.1152879,3.871132119,1.890172827,1,92.40778053,31.21452004,337.4326653,20.87425334,2
Clay,5.553088788,155.6371071,196.931534,6.389844327,Diaphragm Wall,Anchors,42.26649878,57.04886846,42.575534,4.694348622,0,67.04155147,3.634115779,431.1711135,94.42661597,1
Rock,13.09025548,60.50616879,529.4083856,29.01395858,Sheet Pile,Bracing,36.35814049,47.84221761,40.78147295,7.203229165,0,93.12666274,41.83553603,293.0295719,1.930441672,2
Clay,17.21607976,234.9760302,438.4703915,5.917203103,Secant Pile,Bracing,49.03805872,157.3951599,15.15241354,5.294357405,1,39.78785875,8.727294175,236.4245814,96.53887037,2
Clay,24.26018545,279.519138,518.9541874,15.91925889,Diaphragm Wall,Anchors,7.784629888,11.27637077,36.54066264,3.954890762,0,95.3016176,3.540735069,489.732308,14.9261897,2
Rock,22.08238442,120.0093324,529.3821397,18.81022068,Secant Pile,Bracing,11.28322915,73.87652952,14.87779127,3.223384581,0,70.27828772,20.01095478,311.9546169,81.94380818,1
Rock,16.14756766,264.5854192,474.1779268,17.61710936,Sheet Pile,Bracing,10.58990749,101.1618445,13.34139599,6.103938666,1,4.200576742,28.84610693,440.0931123,27.59225531,2
Rock,11.84066666,123.0545576,319.6053006,5.32286824,Diaphragm Wall,Anchors,39.62698838,112.0697349,-1.378037882,9.391086983,1,90.68728318,42.74584793,478.9815784,35.07023274,2
Rock,29.9281125,277.6925404,405.2733775,4.539726678,Secant Pile,Anchors,9.345364823,145.7230314,13.45233311,6.717448405,1,48.4472809,48.71212628,353.9095822,21.67577113,2
Silt,15.65453256,238.4904759,180.1827031,5.848052541,Diaphragm Wall,Bracing,3.332991491,70.96914469,19.55793162,0.747459036,1,46.03269848,21.97462563,297.0224053,58.55140425,2
Sand,16.28467561,251.2266942,436.8227087,18.81086746,Diaphragm Wall,Anchors,49.92804033,122.5368689,-8.762261991,4.606849735,0,56.6466606,3.022346149,51.57988291,34.80955475,1
Clay,9.09059553,54.5016389,189.6266279,17.69731197,Diaphragm Wall,Bracing,1.240860572,117.0750846,14.42621528,8.908241315,1,14.93845468,37.45577895,68.00883833,65.73930395,2
Rock,24.87023872,290.7025893,446.9747953,9.311001385,Secant Pile,Bracing,41.76220301,109.5232201,32.97459201,0.944624258,1,46.91660486,28.25866281,140.3830472,1.564731794,2
Rock,22.34205564,231.667748,214.7990804,20.21990183,Sheet Pile,Bracing,18.26834208,128.0966586,27.4025331,9.888757121,0,83.11272167,22.39456724,133.7037943,6.437488352,2
Rock,10.51924032,126.1877738,158.7756501,25.14182256,Diaphragm Wall,Bracing,42.08077299,51.88983421,24.93363439,9.490693936,0,1.548245914,15.46344394,164.6414578,9.966115273,2
Silt,7.05952614,257.3486662,182.6422451,4.122631916,Sheet Pile,Anchors,27.73102456,16.92975072,40.02554856,0.782744807,0,27.29171603,25.11992639,187.220587,41.89936853,1
Rock,22.01248255,120.3802996,100.9960676,16.44950848,Sheet Pile,Anchors,45.08156147,23.85433441,-9.00823946,9.334133204,0,0.245458644,16.93398022,212.0294721,81.47961727,1
Rock,21.36278036,268.1884599,459.3698089,21.61138113,Secant Pile,Anchors,46.30964932,44.91647653,20.63761724,3.631325903,1,41.57113091,37.85059339,239.2419605,88.81779104,2
Rock,11.83148817,78.1450976,466.2005245,9.812422031,Secant Pile,Bracing,0.454909064,100.0395871,33.30418666,8.447091671,1,72.83155105,27.19468482,94.48985231,24.48107401,2
Sand,28.77158906,225.9214944,357.466675,11.30981444,Sheet Pile,Anchors,3.7706088,168.0885501,19.77344605,4.183833377,0,79.87718291,43.84238871,69.06286938,57.43697242,2
Silt,8.776447295,185.1746192,180.6814005,19.56822338,Diaphragm Wall,Bracing,12.51793648,140.2586684,7.814255392,4.408551127,0,94.51897611,27.17719573,353.2750021,76.83649927,2
Rock,15.80837003,74.13361755,141.7771688,27.24425292,Secant Pile,Anchors,33.46577082,157.8081208,-2.50621892,6.34243091,0,60.8504613,11.91312067,291.8006712,28.88294299,2
Clay,28.590398,110.4734571,109.5644832,24.86795935,Diaphragm Wall,Bracing,44.41360983,70.19512479,38.81596895,7.744774193,0,25.46268667,42.55459411,249.864891,40.90077367,2
Clay,15.49318292,53.10100907,182.8740885,18.74451592,Diaphragm Wall,Anchors,22.99709756,80.93074833,15.89193158,0.337891509,1,92.41479491,27.86095225,335.4979735,52.39742027,2
Clay,20.96314869,167.1919914,545.4277675,22.71598638,Diaphragm Wall,Bracing,30.34865581,78.7363772,38.29633583,5.931559955,0,77.53157539,10.34205191,422.4557332,13.48748464,2
Silt,14.93985995,125.3163152,220.7684209,12.8502067,Sheet Pile,Bracing,9.42499264,38.37463688,22.22186673,1.867329941,1,57.4428483,31.1753905,242.4618091,2.598229373,2
Silt,11.85538006,199.5893711,277.1356636,20.30606926,Diaphragm Wall,Bracing,40.24834169,12.24333163,27.08056641,3.459495179,0,69.56402157,17.88583825,338.5037593,15.28058093,2
Clay,29.5994412,124.3094519,152.6727422,15.58690296,Sheet Pile,Bracing,48.36640557,118.1832186,34.23436349,3.479686662,1,92.4316355,42.22028061,479.1075007,62.68536213,2
Rock,15.23335016,124.9797779,211.1806524,8.128275684,Sheet Pile,Anchors,13.42994665,197.8433367,26.25355495,4.690603402,1,71.23940285,22.66498693,427.8310231,7.361826153,2
Silt,27.35248009,235.7982997,359.6122854,21.94693339,Diaphragm Wall,Anchors,24.74129758,33.36594099,11.89301624,3.341364119,1,36.83745076,36.32206791,241.7003647,18.96963649,2
Clay,10.74886515,62.03570899,403.8763415,18.02454521,Diaphragm Wall,Bracing,4.305805525,9.33696398,18.24983612,1.073611185,1,71.30282023,4.776810382,340.122577,33.78538857,2
Clay,10.3276176,275.7237488,222.6761571,12.68278271,Diaphragm Wall,Anchors,27.95683282,155.9063364,34.16750386,1.456287385,0,4.027816274,19.80121732,129.6819149,7.787006431,1
Rock,5.778352072,263.0659686,128.8660796,27.60615813,Diaphragm Wall,Bracing,25.13917209,50.51720134,10.5507663,0.334379856,1,38.64155618,49.16207182,302.2349832,19.16992712,2
Sand,21.29167063,216.9511708,295.5164346,3.565221181,Sheet Pile,Bracing,7.221824208,165.9287611,11.34668012,4.702490853,0,40.63230318,40.42301447,491.597731,91.1269789,2
Silt,14.21315859,198.3053925,217.1016855,11.52587508,Diaphragm Wall,Bracing,22.10331066,140.7873334,-4.737043617,9.544476949,1,16.68382344,7.997040118,283.2418018,1.929913223,2
Rock,26.60895625,273.0756245,209.7769616,4.53579774,Diaphragm Wall,Bracing,16.7052326,189.1347074,40.30214394,1.156752236,1,2.308548055,13.88820247,467.4372346,65.34319242,2
